,title,company,location,link,description,skills
38,Nail Technician,O Coiffure & Spa,"Montréal, QC",https://ca.indeed.com/company/O-Coiffure-&-Spa/jobs/Nail-Technician-9745e144a9e79383?fccid=29b994019d08bd47&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<p>O Coiffure &amp; Spa is your destination for relaxation, self-care, and connection in Downtown Montreal.<br/>We are redefining urban pampering by creating a space for decadent experiences through our one-of-a-kind hair salon, spa, and cocktail bar. Established in 1981, our team has worked tirelessly over the years to stay on the leading edge of indulgence. We are constantly evolving to create an environment in which you can relax, destress, and refresh yourself as we unleash your beauty from the inside out. Go solo and get your cut, coloured, and styled, or enjoy our full suite of aesthetics services with our expert team. Bring your friends and revel in luxurious mani-pedis and facials. Or just sip a signature cocktail or matcha at our super chill “O Lounge” cocktail bar. Whatever you choose, you’ll love creating moments and memories at your favorite escape from the city.</p>
<p>We are looking for a Nail Technician to provide nail care treatments to our guests based on their needs and preferences.</p>
<p>Nail Technician responsibilities include polishing fingernails and toenails, and applying shellac. If you’re up-to-date with nail art techniques and know how to provide excellent customer service, we’d like to meet you.</p>
<p>Ultimately, you will help us boost our reputation by offering personalized services to our guests.</p>
<p>Because of COVID-19 a number of new hygiene &amp; safety protocols have been put into place. It is our number one commitment to keep our professionals as well as our guests safe and healthy.</p>
<p>Responsibilities</p>
<ul>
<li>Apply polish on fingernails and toenails</li>
<li>Clean, cut and shape nails</li>
<li>Recommend colors based on each guest style</li>
<li>Remove previously applied regular polish or shellac</li>
<li>Prepare and clean beauty station in-between appointments</li>
<li>Sterilize equipment before use</li>
<li>Inform guests about additional services and offers</li>
<li>Give hand and foot massages</li>
<li>Offer nail care treatment tips (e.g. how to strengthen nails and how to make manicures last longer)</li>
<li>Up-sell treatments and beauty products, when appropriate</li>
<li>Take an interest in guests (e.g. chatting with them during appointments and remembering their preferences)</li>
</ul>
<p>Requirements</p>
<ul>
<li>Proven work experience as a Nail Technician, Manicurist or similar role for 2 years.</li>
<li>Expertise in basic and advanced nail techniques, including french manicures, and shellac manicures</li>
<li>Knowledge of cosmetology trends</li>
<li>Understanding of sanitation and sterilization standards</li>
<li>Experience in customer service</li>
<li>High school diploma</li>
<li>Certification in Cosmetology or Nail Art is a plus</li>
</ul>
<p>Job Type: Full-time</p>
<p>Salary: $34,000.00 per year</p>
<p>Additional pay:</p>
<ul>
<li>Commission pay</li>
<li>Tips</li>
</ul>
<p>Benefits:</p>
<ul>
<li>Store discount</li>
</ul>
<p>Schedule:</p>
<ul>
<li>10 hour shift</li>
<li>8 hour shift</li>
</ul>
<p>Ability to commute/relocate:</p>
<ul>
<li>Montréal, QC H3G 1W9: reliably commute or plan to relocate before starting work (required)</li>
</ul>
</div>","['Clean, cut and shape nails', 'Ultimately, you will help us boost our reputation by offering personalized services to our guests.', 'Proven work experience as a Nail Technician, Manicurist or similar role for 2 years.', 'Experience in customer service', 'Apply polish on fingernails and toenails', 'Sterilize equipment before use', 'Give hand and foot massages', 'High school diploma', 'Offer nail care treatment tips (e.g. how to strengthen nails and how to make manicures last longer)', 'Nail Technician responsibilities include polishing fingernails and toenails, and applying shellac. If you’re up-to-date with nail art techniques and know how to provide excellent customer service, we’d like to meet you.', 'Additional pay:', 'Up-sell treatments and beauty products, when appropriate', 'Recommend colors based on each guest style', 'Remove previously applied regular polish or shellac', 'Prepare and clean beauty station in-between appointments', 'Take an interest in guests (e.g. chatting with them during appointments and remembering their preferences)', 'Inform guests about additional services and offers']"
39,Nail Technician,Super Shine Nails Salon & Spa,"Greater Sudbury, ON",https://ca.indeed.com/company/super-shine-nails-salon-and-spa/jobs/Nail-Technician-893f2303a8ab6ce7?fccid=d20aea541da37ac9&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<p>Job requirementsLanguages<br/>English<br/>Education<br/>No degree, certificate or diploma<br/>Experience<br/>1 year to less than 2 years<br/>Work Conditions and Physical Capabilities<br/>Attention to detail<br/>Personal Suitability<br/>Organized, Reliability, Client focus<br/>Area of Work Experience<br/>Manicurist, Pedicurist<br/>Esthetics Skills<br/>Manicures, Pedicures<br/>Manicurists and Pedicurists Skills<br/>Nail art technics, Clean, trim and polish nails, Provide gel and acrylic nail extensions</p>
<p>How to applyBy sharing a resume on Job BankBy phone<br/><span class=""jobsearch-JobDescription-phone-number""><a href=""tel:+1-705-586-9999"">705-586-9999</a></span></p>
<p>from 09:00 to 19:00</p>
<p>In person<br/>444 BARRYDOWNE ROAD suite 2</p>
<p>SUDBURY, ON</p>
<p>P3A 3T3</p>
<p>from 09:00 to 19:00</p>
<p>Job Types: Full-time, Permanent</p>
<p>Salary: $16.00-$17.00 per hour</p>
<p>Additional pay:</p>
<ul>
<li>Tips</li>
</ul>
<p>Schedule:</p>
<ul>
<li>8 hour shift</li>
</ul>
<p>COVID-19 considerations:<br/>super shine nails salon require all stuff fully vaccinated mini 2 does.<br/>everyday all stuff screening for cover 19 symptom. any sign of covid 19 please stay home,</p>
<p>Ability to commute/relocate:</p>
<ul>
<li>Greater Sudbury, ON: reliably commute or plan to relocate before starting work (preferred)</li>
</ul>
<p>Application question(s):</p>
<ul>
<li>are you team worker and hard worker?</li>
</ul>
<p>Education:</p>
<ul>
<li>Secondary School (preferred)</li>
</ul>
<p>Experience:</p>
<ul>
<li>Nail care: 1 year (required)</li>
<li>Nail technician: 1 year (preferred)</li>
</ul>
<p>Language:</p>
<ul>
<li>English or Cambodian (preferred)</li>
<li>English and Cambodian (preferred)</li>
</ul>
<p>Licence/Certification:</p>
<ul>
<li>certification (preferred)</li>
</ul>
<p>Shift availability:</p>
<ul>
<li>Day Shift (preferred)</li>
</ul>
<p>Willingness to travel:</p>
<ul>
<li>25% (preferred)</li>
</ul>
<p>Work remotely:</p>
<ul>
<li>No</li>
</ul>
</div>","['English or Cambodian (preferred)', 'Work remotely:', 'Nail care: 1 year (required)', 'Additional pay:', 'Job requirementsLanguagesEnglishEducationNo degree, certificate or diplomaExperience1 year to less than 2 yearsWork Conditions and Physical CapabilitiesAttention to detailPersonal SuitabilityOrganized, Reliability, Client focusArea of Work ExperienceManicurist, PedicuristEsthetics SkillsManicures, PedicuresManicurists and Pedicurists SkillsNail art technics, Clean, trim and polish nails, Provide gel and acrylic nail extensions', 'English and Cambodian (preferred)', 'Experience:', 'Nail technician: 1 year (preferred)']"
40,nail care technician,T&P Elegant Nails Spa Inc.,"Saint John, NB",https://ca.indeed.com/rc/clk?jk=132e226f94895fe4&fccid=c0ffee8ba1924e42&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Cosmetics/Cosmetology Skills</b></h2><ul><li>
Provide general information to customers on beauty products</li></ul><h2 class=""jobSectionHeader""><b>
Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Nail and lashes applicator</li><li>
Manicurist</li><li>
Esthetician</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li><li>
Perform cashiering duties</li><li>
Own clientele</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Work Site Environment</b></h2><ul><li>
Noisy</li><li>
Odours</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Manual dexterity</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li><li>
Combination of sitting, standing, walking</li></ul><h2 class=""jobSectionHeader""><b>
Work Location Information</b></h2><ul><li>
Relocation costs covered by employer</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Effective interpersonal skills</li><li>
Flexibility</li><li>
Team player</li><li>
Excellent oral communication</li><li>
Client focus</li><li>
Interpersonal awareness</li><li>
Dependability</li><li>
Judgement</li><li>
Reliability</li><li>
Organized</li></ul></div></div>","['Effective interpersonal skills', 'Own clientele', 'Clean, trim and polish nails', 'Schedule and confirm appointments', 'Repetitive tasks', 'Interpersonal awareness', 'Excellent oral communication', 'Organized', 'Perform cashiering duties', 'Provide gel and acrylic nail extensions', 'Provide general information to customers on beauty products']"
41,newNail Technician,Infinity hair and nail spa,"Cambridge, ON",https://ca.indeed.com/company/Infinity-hair-and-nail-spa/jobs/Nail-Technician-cd1eae0b8bdca8fb?fccid=26ed26d80c0ebf56&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<p>We are looking for a Nail Technician to provide nail care to our clients based on their needs and preferences.</p>
<p>Nail Technician Responsibilities</p>
<ul>
<li>Paint fingernails and toenails (Clean, cut and shape nails)</li>
<li>Remove previously applied polish</li>
<li>Prepare and clean beauty station in-between appointments</li>
<li>Sterilize equipment before use</li>
<li>Inform clients about additional services and offers</li>
<li>Give hand and foot massages</li>
<li>Offer nail care treatment tips (e.g. how to strengthen nails and how to make manicures last longer)</li>
<li>Provied excellent customer service experience</li>
</ul>
<p>Requirements and skills</p>
<ul>
<li>Proven work experience as a Nail Technician, Manicurist or similar role</li>
<li>Expertise in basic and advanced nail techniques, including french manicures, airbrushing and gel manicures</li>
<li>Knowledge of cosmetology trends</li>
<li>Understanding of sanitation and sterilization standards</li>
<li>Experience in customer service</li>
<li>High school diploma</li>
<li>Certification in Cosmetology or Nail Art is a plus</li>
</ul>
<p>Job Types: Full-time, Part-time<br/>Part-time hours: 30 per week</p>
<p>Additional pay:</p>
<ul>
<li>Commission pay</li>
<li>Tips</li>
</ul>
<p>Schedule:</p>
<ul>
<li>8 hour shift</li>
</ul>
<p>Ability to commute/relocate:</p>
<ul>
<li>Cambridge, ON: reliably commute or plan to relocate before starting work (preferred)</li>
</ul>
</div>","['Inform clients about additional services and offers', 'Provied excellent customer service experience', 'Additional pay:', 'Give hand and foot massages', 'Sterilize equipment before use', 'Remove previously applied polish', 'Offer nail care treatment tips (e.g. how to strengthen nails and how to make manicures last longer)', 'High school diploma', 'Experience in customer service', 'Prepare and clean beauty station in-between appointments', 'Proven work experience as a Nail Technician, Manicurist or similar role']"
42,newnail care technician,Crescent Nail and Spa Inc.,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=11dfdd0f202d1753&fccid=9c4fcd88f179b994&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
43,nail care technician,Stella Nails Ltd.,"Vancouver, BC",https://ca.indeed.com/rc/clk?jk=4fdcd3305201f80e&fccid=cb4bd990ccd75117&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Own clientele</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
<li> Hand-eye co-ordination</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Flexibility</li>
<li> Client focus</li>
<li> Judgement</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Own clientele', 'Repetitive tasks', 'Organized', 'Provide gel and acrylic nail extensions']"
44,manicurist,Natural Nail Ltd,"Surrey, BC",https://ca.indeed.com/rc/clk?jk=8f1372f6d3de1e86&fccid=b603b9a5e3596b5e&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Area of Work Experience</b></h2><ul><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Team player</li><li>
Client focus</li></ul></div></div>","['Schedule and confirm appointments', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
45,nail care technician,Lan Nail & Spa Inc.,"Kingston, ON",https://ca.indeed.com/rc/clk?jk=35a906b1bd2b6fa4&fccid=ca8fbde0808413f0&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><ul><li>or equivalent experience</li></ul><h2 class=""jobSectionHeader""><b>
Cosmetics/Cosmetology Skills</b></h2><ul><li>
Advise on beauty products suited to customers' colouring and skin type</li><li>
Provide general information to customers on beauty products</li></ul><h2 class=""jobSectionHeader""><b>
Esthetics Skills</b></h2><ul><li>
Relaxation massage</li><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Nail and lashes applicator</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Sell establishments products</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Esthetician's salon</li><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Effective interpersonal skills</li><li>
Flexibility</li><li>
Accurate</li><li>
Team player</li><li>
Client focus</li><li>
Dependability</li><li>
Reliability</li><li>
Organized</li></ul></div></div>","['Effective interpersonal skills', 'Clean, trim and polish nails', 'or equivalent experience', 'Organized', 'Provide gel and acrylic nail extensions', 'Provide general information to customers on beauty products']"
46,nail care technician,Neon Nail Salon Ltd.,"Nanaimo, BC",https://ca.indeed.com/rc/clk?jk=81e65813a23e287f&fccid=96a6e39c5aca1b6b&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>Aesthetician/Esthetician and Skin Care Specialist</li>
<li> Nail Technician/Specialist and Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Additional Skills</b></h2>
<ul>
<li> Schedule and confirm appointments</li>
<li> Provide product demonstrations</li>
<li> Perform cashiering duties</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Site Environment</b></h2>
<ul>
<li> Odours</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Manual dexterity</li>
<li> Attention to detail</li>
<li> Combination of sitting, standing, walking</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Initiative</li>
<li> Effective interpersonal skills</li>
<li> Flexibility</li>
<li> Accurate</li>
<li> Team player</li>
<li> Excellent oral communication</li>
<li> Client focus</li>
<li> Interpersonal awareness</li>
<li> Dependability</li>
</ul>
<h2 class=""jobSectionHeader""><b> Long term benefits</b></h2>
<ul>
<li> Other benefits</li>
</ul>
</div>
</div>","['Provide product demonstrations', 'Effective interpersonal skills', 'Clean, trim and polish nails', 'Other benefits', 'Repetitive tasks', 'Interpersonal awareness', 'Excellent oral communication', 'Provide gel and acrylic nail extensions']"
47,newnail care technician,Nani's Esthetics and Laser Center Inc.,"Port Hawkesbury, NS",https://ca.indeed.com/rc/clk?jk=1e6d2f8ecf05a775&fccid=cb93a698d072a690&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><ul><li>or equivalent experience</li></ul><h2 class=""jobSectionHeader""><b>
Credentials (certificates, licences, memberships, courses, etc.)</b></h2><ul><li>
Manicurist's provincial licence</li></ul><h2 class=""jobSectionHeader""><b>
Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li><li>
Foot massage</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Nail and lashes applicator</li><li>
Manicurist</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Sell establishments products</li><li>
Schedule and confirm appointments</li><li>
Provide product demonstrations</li><li>
Perform cashiering duties</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Esthetician's salon</li><li>
Beauty shop or aesthetic service</li></ul><h2 class=""jobSectionHeader""><b>
Security and Safety</b></h2><ul><li>
Criminal record check</li></ul><h2 class=""jobSectionHeader""><b>
Work Site Environment</b></h2><ul><li>
Odours</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Repetitive tasks</li><li>
Manual dexterity</li><li>
Attention to detail</li><li>
Hand-eye co-ordination</li><li>
Combination of sitting, standing, walking</li><li>
Standing for extended periods</li></ul><h2 class=""jobSectionHeader""><b>
Work Location Information</b></h2><ul><li>
Willing to relocate</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Initiative</li><li>
Effective interpersonal skills</li><li>
Flexibility</li><li>
Accurate</li><li>
Team player</li><li>
Excellent oral communication</li><li>
Client focus</li><li>
Interpersonal awareness</li><li>
Dependability</li><li>
Judgement</li><li>
Reliability</li><li>
Organized</li></ul><h2 class=""jobSectionHeader""><b>
Health benefits</b></h2><ul><li>
Health care plan</li><li>
Dental plan</li></ul><h2 class=""jobSectionHeader""><b>
Financial benefits</b></h2><ul><li>
Bonus</li><li>
Gratuities</li></ul><h2 class=""jobSectionHeader""><b>
Long term benefits</b></h2><ul><li>
Group insurance benefits</li></ul><h2 class=""jobSectionHeader""><b>
Screening questions</b></h2><ul><li>
Are you currently legally able to work in Canada?</li><li>
Do you currently reside in proximity to the advertised location?</li><li>
Are you willing to relocate for this position?</li><li>
Are you currently a student?</li><li>
What is your current level of study?</li><li>
What is your current field of study?</li><li>
What is the highest level of study you have completed?</li><li>
Do you have previous experience in this field of employment?</li><li>
Are you available for shift or on-call work?</li><li>
Do you have the above-indicated required certifications?</li><li>
Are you available for the advertised start date?</li></ul></div></div>","['Do you have the above-indicated required certifications?', 'Standing for extended periods', 'Are you available for the advertised start date?', 'Are you available for shift or on-call work?', 'Effective interpersonal skills', 'Are you currently legally able to work in Canada?', 'Dental plan', 'or equivalent experience', 'Interpersonal awareness', 'Excellent oral communication', 'Perform cashiering duties', 'Provide product demonstrations', 'Clean, trim and polish nails', 'Schedule and confirm appointments', 'Are you willing to relocate for this position?', 'Provide gel and acrylic nail extensions', 'Do you currently reside in proximity to the advertised location?', 'Criminal record check', 'Repetitive tasks', 'Do you have previous experience in this field of employment?', 'Are you currently a student?', 'Organized']"
48,newnail care technician,Pink Perfect Laser Clinic And Spa Ltd,"Prince George, BC",https://ca.indeed.com/rc/clk?jk=88973165a2596b85&fccid=656973b186c83d76&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<ul>
<li>or equivalent experience</li>
</ul>
<h2 class=""jobSectionHeader""><b> Esthetics Skills</b></h2>
<ul>
<li> Skin care</li>
<li> Pedicures</li>
<li> Manicures</li>
<li> Foot massage</li>
<li> Eyelash extensions</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Nail and lashes applicator</li>
<li> Manicurist</li>
<li> Esthetician</li>
<li> Cosmetician/cosmetologist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Esthetician's salon</li>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Repetitive tasks</li>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Initiative</li>
<li> Flexibility</li>
<li> Accurate</li>
<li> Team player</li>
<li> Client focus</li>
<li> Dependability</li>
<li> Reliability</li>
<li> Organized</li>
</ul>
<h2 class=""jobSectionHeader""><b> Health benefits</b></h2>
<ul>
<li> Health care plan</li>
<li> Dental plan</li>
</ul>
<h2 class=""jobSectionHeader""><b> Financial benefits</b></h2>
<ul>
<li> Gratuities</li>
<li> Commission</li>
</ul>
<h2 class=""jobSectionHeader""><b> Long term benefits</b></h2>
<ul>
<li> Life insurance</li>
<li> Other benefits</li>
</ul>
<h2 class=""jobSectionHeader""><b> Other benefits</b></h2>
<ul>
<li> Free parking available</li>
<li> Team building opportunities</li>
<li> Parking available</li>
<li> Travel insurance</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Other benefits', 'Dental plan', 'Repetitive tasks', 'or equivalent experience', 'Organized', 'Provide gel and acrylic nail extensions']"
49,nail care technician,TYE NAILS LTD.,"Fort McMurray, AB",https://ca.indeed.com/rc/clk?jk=474ed6635f32453c&fccid=c65c8f92636eab6d&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText""><div><h2 class=""jobSectionHeader""><b>Cosmetics/Cosmetology Skills</b></h2><ul><li>
Provide general information to customers on beauty products</li></ul><h2 class=""jobSectionHeader""><b>
Esthetics Skills</b></h2><ul><li>
Pedicures</li><li>
Manicures</li></ul><h2 class=""jobSectionHeader""><b>
Area of Work Experience</b></h2><ul><li>
Pedicurist</li><li>
Manicurist</li><li>
Esthetician</li></ul><h2 class=""jobSectionHeader""><b>
Additional Skills</b></h2><ul><li>
Schedule and confirm appointments</li></ul><h2 class=""jobSectionHeader""><b>
Work Setting</b></h2><ul><li>
Esthetician's salon</li></ul><h2 class=""jobSectionHeader""><b>
Work Conditions and Physical Capabilities</b></h2><ul><li>
Attention to detail</li></ul><h2 class=""jobSectionHeader""><b>
Manicurists and Pedicurists Skills</b></h2><ul><li>
Clean, trim and polish nails</li><li>
Provide gel and acrylic nail extensions</li><li>
Nail art technics</li></ul><h2 class=""jobSectionHeader""><b>
Personal Suitability</b></h2><ul><li>
Initiative</li><li>
Accurate</li><li>
Team player</li><li>
Client focus</li><li>
Dependability</li><li>
Reliability</li></ul></div></div>","['Schedule and confirm appointments', 'Clean, trim and polish nails', 'Provide gel and acrylic nail extensions', 'Provide general information to customers on beauty products']"
50,nail care technician,Daisy Nail & Spa,"Ottawa, ON",https://ca.indeed.com/rc/clk?jk=e36cae0113deafd6&fccid=bb28c2e6b1394c1c&vjs=3,"<div class=""jobsearch-jobDescriptionText"" id=""jobDescriptionText"">
<div>
<h2 class=""jobSectionHeader""><b>Esthetics Skills</b></h2>
<ul>
<li> Pedicures</li>
<li> Manicures</li>
</ul>
<h2 class=""jobSectionHeader""><b> Area of Work Experience</b></h2>
<ul>
<li> Pedicurist</li>
<li> Manicurist</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Setting</b></h2>
<ul>
<li> Beauty shop or aesthetic service</li>
</ul>
<h2 class=""jobSectionHeader""><b> Work Conditions and Physical Capabilities</b></h2>
<ul>
<li> Attention to detail</li>
</ul>
<h2 class=""jobSectionHeader""><b> Manicurists and Pedicurists Skills</b></h2>
<ul>
<li> Clean, trim and polish nails</li>
<li> Provide gel and acrylic nail extensions</li>
<li> Nail art technics</li>
</ul>
<h2 class=""jobSectionHeader""><b> Personal Suitability</b></h2>
<ul>
<li> Client focus</li>
<li> Reliability</li>
</ul>
</div>
</div>","['Clean, trim and polish nails', 'Provide gel and acrylic nail extensions']"
